Time,Buffer_Length,Bitrate_Downloading,Index_Downloading,Index_playing,Dropped_Frame,Latency,Download,Ratio
2024-04-10 03:32:49,30.138,3886,1,1,4,0.27 | 0.30 | 0.36,0.14 | 0.35 | 0.56,3.56 | 5.76 | 14.60
2024-04-10 03:32:50,30.138,3886,1,1,4,0.27 | 0.30 | 0.36,0.14 | 0.35 | 0.56,3.56 | 5.76 | 14.60
2024-04-10 03:32:50,29.067,3886,1,1,4,0.27 | 0.30 | 0.36,0.14 | 0.35 | 0.56,3.56 | 5.76 | 14.60
2024-04-10 03:32:51,29.067,3886,1,1,4,0.27 | 0.30 | 0.36,0.14 | 0.35 | 0.56,3.56 | 5.76 | 14.60
2024-04-10 03:32:51,30.014,3886,1,1,4,0.27 | 0.30 | 0.36,0.14 | 0.50 | 0.74,2.70 | 4.03 | 14.60
2024-04-10 03:32:52,30.014,3886,1,1,4,0.27 | 0.30 | 0.36,0.14 | 0.50 | 0.74,2.70 | 4.03 | 14.60
2024-04-10 03:32:52,28.956,3886,1,1,4,0.27 | 0.30 | 0.36,0.14 | 0.50 | 0.74,2.70 | 4.03 | 14.60
2024-04-10 03:32:53,28.956,3886,1,1,4,0.27 | 0.30 | 0.36,0.14 | 0.50 | 0.74,2.70 | 4.03 | 14.60
2024-04-10 03:32:53,29.881,3886,1,1,4,0.27 | 0.29 | 0.29,0.14 | 0.49 | 0.74,2.70 | 4.07 | 14.60
2024-04-10 03:32:54,29.881,3886,1,1,4,0.27 | 0.29 | 0.29,0.14 | 0.49 | 0.74,2.70 | 4.07 | 14.60
2024-04-10 03:32:54,29.097,3886,1,1,4,0.27 | 0.29 | 0.29,0.14 | 0.49 | 0.74,2.70 | 4.07 | 14.60
2024-04-10 03:32:55,29.097,3886,1,1,4,0.27 | 0.29 | 0.29,0.14 | 0.49 | 0.74,2.70 | 4.07 | 14.60
2024-04-10 03:32:55,30.032,3886,1,1,4,0.27 | 0.28 | 0.29,0.40 | 0.56 | 0.74,2.70 | 3.59 | 5.01
2024-04-10 03:32:56,30.032,3886,1,1,4,0.27 | 0.28 | 0.29,0.40 | 0.56 | 0.74,2.70 | 3.59 | 5.01
2024-04-10 03:32:56,28.966,3886,1,1,4,0.27 | 0.28 | 0.29,0.40 | 0.56 | 0.74,2.70 | 3.59 | 5.01
2024-04-10 03:32:57,28.966,3886,1,1,4,0.27 | 0.28 | 0.29,0.40 | 0.56 | 0.74,2.70 | 3.59 | 5.01
2024-04-10 03:32:57,29.898,3886,1,1,4,0.27 | 0.28 | 0.29,0.40 | 0.57 | 0.74,2.70 | 3.54 | 5.01
2024-04-10 03:32:58,29.898,3886,1,1,4,0.27 | 0.28 | 0.29,0.40 | 0.57 | 0.74,2.70 | 3.54 | 5.01
2024-04-10 03:32:58,31.005,3886,1,1,4,0.27 | 0.28 | 0.29,0.16 | 0.42 | 0.59,3.38 | 4.76 | 12.42
2024-04-10 03:32:59,31.005,3886,1,1,4,0.27 | 0.28 | 0.29,0.16 | 0.42 | 0.59,3.38 | 4.76 | 12.42
2024-04-10 03:32:59,30.036,3886,1,1,4,0.27 | 0.28 | 0.29,0.16 | 0.42 | 0.59,3.38 | 4.76 | 12.42
2024-04-10 03:33:00,30.036,3886,1,1,4,0.27 | 0.28 | 0.29,0.16 | 0.42 | 0.59,3.38 | 4.76 | 12.42
2024-04-10 03:33:00,28.978,3886,1,1,4,0.27 | 0.28 | 0.29,0.16 | 0.42 | 0.59,3.38 | 4.76 | 12.42
2024-04-10 03:33:01,28.978,3886,1,1,4,0.27 | 0.28 | 0.29,0.16 | 0.42 | 0.59,3.38 | 4.76 | 12.42
2024-04-10 03:33:01,29.924,3886,1,1,4,0.27 | 0.27 | 0.28,0.16 | 0.43 | 0.59,3.38 | 4.69 | 12.42
2024-04-10 03:33:02,29.924,3886,1,1,4,0.27 | 0.27 | 0.28,0.16 | 0.43 | 0.59,3.38 | 4.69 | 12.42
2024-04-10 03:33:02,29.123,3886,1,1,4,0.27 | 0.27 | 0.28,0.16 | 0.43 | 0.59,3.38 | 4.69 | 12.42
2024-04-10 03:33:03,29.123,3886,1,1,4,0.27 | 0.27 | 0.28,0.16 | 0.43 | 0.59,3.38 | 4.69 | 12.42
2024-04-10 03:33:03,30.052,3886,1,1,4,0.27 | 0.27 | 0.28,0.16 | 0.46 | 0.59,3.38 | 4.33 | 12.42
2024-04-10 03:33:04,30.052,3886,1,1,4,0.27 | 0.27 | 0.28,0.16 | 0.46 | 0.59,3.38 | 4.33 | 12.42
2024-04-10 03:33:04,28.998,3886,1,1,4,0.27 | 0.27 | 0.28,0.16 | 0.46 | 0.59,3.38 | 4.33 | 12.42
2024-04-10 03:33:05,28.998,3886,1,1,4,0.27 | 0.27 | 0.28,0.16 | 0.46 | 0.59,3.38 | 4.33 | 12.42
2024-04-10 03:33:05,29.932,3886,1,1,4,0.27 | 0.28 | 0.28,0.16 | 0.46 | 0.58,3.46 | 4.36 | 12.42
2024-04-10 03:33:06,29.932,3886,1,1,4,0.27 | 0.28 | 0.28,0.16 | 0.46 | 0.58,3.46 | 4.36 | 12.42
2024-04-10 03:33:06,29.135,3886,1,1,4,0.27 | 0.28 | 0.28,0.16 | 0.46 | 0.58,3.46 | 4.36 | 12.42
2024-04-10 03:33:07,29.135,3886,1,1,4,0.27 | 0.28 | 0.28,0.16 | 0.46 | 0.58,3.46 | 4.36 | 12.42
2024-04-10 03:33:07,29.99,3886,1,1,4,0.27 | 0.28 | 0.28,0.37 | 0.51 | 0.58,3.46 | 3.91 | 5.35
2024-04-10 03:33:08,29.99,3886,1,1,4,0.27 | 0.28 | 0.28,0.37 | 0.51 | 0.58,3.46 | 3.91 | 5.35
2024-04-10 03:33:08,30.892,3886,1,1,4,0.27 | 0.28 | 0.28,0.37 | 0.47 | 0.58,3.46 | 4.26 | 5.35
2024-04-10 03:33:09,30.892,3886,1,1,4,0.27 | 0.28 | 0.28,0.37 | 0.47 | 0.58,3.46 | 4.26 | 5.35
2024-04-10 03:33:09,29.945,3886,1,1,4,0.27 | 0.28 | 0.28,0.37 | 0.47 | 0.58,3.46 | 4.26 | 5.35
2024-04-10 03:33:10,29.945,3886,1,1,4,0.27 | 0.28 | 0.28,0.37 | 0.47 | 0.58,3.46 | 4.26 | 5.35
2024-04-10 03:33:10,28.89,3886,1,1,4,0.27 | 0.28 | 0.28,0.37 | 0.47 | 0.58,3.46 | 4.26 | 5.35
2024-04-10 03:33:11,28.89,3886,1,1,4,0.27 | 0.28 | 0.28,0.37 | 0.47 | 0.58,3.46 | 4.26 | 5.35
2024-04-10 03:33:11,30,3886,1,1,4,0.27 | 0.28 | 0.28,0.37 | 0.48 | 0.58,3.46 | 4.21 | 5.35
2024-04-10 03:33:12,30,3886,1,1,4,0.27 | 0.28 | 0.28,0.37 | 0.48 | 0.58,3.46 | 4.21 | 5.35
2024-04-10 03:33:12,30.914,3886,1,1,4,0.27 | 0.28 | 0.28,0.35 | 0.42 | 0.56,3.56 | 4.78 | 5.68
2024-04-10 03:33:13,30.914,3886,1,1,4,0.27 | 0.28 | 0.28,0.35 | 0.42 | 0.56,3.56 | 4.78 | 5.68
